year,hours_spouse,Spouse_labor_status,Marital_status,industry_code,Rs census occupation code (2010),Ever work as long as one year,hours_self,Labor force status,ID,Ballot used for interview
1983,Not applicable,Working fulltime,Married,Support activities for mining,Petroleum engineers,Not applicable,60,Temp not working,653,Not applicable
1983,Not applicable,Working fulltime,Married,Hospitals,Clinical laboratory technologists and technicians,Not applicable,35,Temp not working,820,Not applicable
1983,Not applicable,Not applicable,Never married,Wired telecommunications carriers,Budget analysts,Not applicable,40,Temp not working,942,Not applicable
1983,Not applicable,Not applicable,Never married,"Colleges and universities, including junior colleges",Postsecondary teachers,Not applicable,55,Temp not working,1000,Not applicable
1983,Not applicable,Not applicable,Never married,"Machinery, equipment, and supplies, merchant wholesalers",Secretaries and administrative assistants,Not applicable,40,Temp not working,1007,Not applicable
1983,Not applicable,Working fulltime,Married,"Groceries and related products, merchant wholesalers",Cashiers,Not applicable,20,Temp not working,1010,Not applicable
1983,Not applicable,Working fulltime,Married,Wired telecommunications carriers,Electrical and electronics engineers,Not applicable,38,Temp not working,1023,Not applicable
1983,Not applicable,Working fulltime,Married,Beauty salons,"Hairdressers, hairstylists, and cosmetologists",Not applicable,40,Temp not working,1034,Not applicable
1983,Not applicable,Keeping house,Married,Construction,"Welding, soldering, and brazing workers",Not applicable,70,Temp not working,1140,Not applicable
1983,Not applicable,Working parttime,Married,Construction,Uncodeable,Not applicable,55,Temp not working,1268,Not applicable
1983,45,Temp not working,Married,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,45,Temp not working,1289,Not applicable
1983,Not applicable,Not applicable,Separated,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",Electricians,Not applicable,40,Temp not working,1385,Not applicable
1983,Not applicable,Keeping house,Married,"Navigational, measuring, electromedical, and control instruments manufacturing",Machinists,Not applicable,40,Temp not working,1387,Not applicable
1983,Not applicable,Working fulltime,Married,Animal slaughtering and processing,Accountants and auditors,Not applicable,50,Temp not working,1429,Not applicable
1983,Not applicable,Not applicable,Divorced,Hospitals,Dining room and cafeteria attendants and bartender helpers,Not applicable,32,Temp not working,1499,Not applicable
1983,Not applicable,Not applicable,Never married,Wired telecommunications carriers,Customer service representatives,Not applicable,40,Temp not working,1510,Not applicable
1983,Not applicable,Working fulltime,Married,Crop production,"Farmers, ranchers, and other agricultural managers",Not applicable,16,Temp not working,1514,Not applicable
1983,Not applicable,Keeping house,Married,Offices of optometrists,Optometrists,Not applicable,40,Temp not working,1554,Not applicable
1983,16,Temp not working,Married,Elementary and secondary schools,Postsecondary teachers,Not applicable,70,Temp not working,1585,Not applicable
1984,Not applicable,Not applicable,Never married,Sound recording industries,Chief executives,Not applicable,35,Temp not working,68,Not applicable
1984,Not applicable,Keeping house,Married,"Electrical and electronic goods, merchant wholesalers",Industrial truck and tractor operators,Not applicable,40,Temp not working,112,Not applicable
1984,Not applicable,Working fulltime,Married,Insurance carriers and related activities,Computer operators,Not applicable,40,Temp not working,127,Not applicable
1984,Not applicable,Working fulltime,Married,Services to buildings and dwellings,Janitors and building cleaners,Not applicable,35,Temp not working,151,Not applicable
1984,Not applicable,Keeping house,Married,Aircraft and parts manufacturing,"Weighers, measurers, checkers, and samplers, recordkeeping",Not applicable,40,Temp not working,174,Not applicable
1984,21,Temp not working,Married,Real estate,"Purchasing agents, except wholesale, retail, and farm products",Not applicable,21,Temp not working,218,Not applicable
1984,Not applicable,Not applicable,Divorced,Employment services,Receptionists and information clerks,Not applicable,40,Temp not working,219,Not applicable
1984,Not applicable,Working fulltime,Married,Commercial and industrial machinery and equipment repair and maintenance,"Welding, soldering, and brazing workers",Not applicable,40,Temp not working,307,Not applicable
1984,Not applicable,Not applicable,Never married,Executive offices and legislative bodies,Secretaries and administrative assistants,Not applicable,40,Temp not working,328,Not applicable
1984,Not applicable,Working fulltime,Married,Music stores,Retail salespersons,Not applicable,20,Temp not working,485,Not applicable
1984,Not applicable,Not applicable,Divorced,Cutlery and hand tool manufacturing,"Packers and packagers, hand",Not applicable,40,Temp not working,544,Not applicable
1984,Not applicable,Working fulltime,Married,Administration of human resource programs,Social workers,Not applicable,40,Temp not working,564,Not applicable
1984,Not applicable,Not applicable,Never married, restaurants and other food services,Dishwashers,Not applicable,40,Temp not working,580,Not applicable
1984,Not applicable,Not applicable,Divorced,Iron and steel mills and steel product manufacturing ,"Inspectors, testers, sorters, samplers, and weighers",Not applicable,45,Temp not working,631,Not applicable
1984,Not applicable,Not applicable,Widowed,Department stores and discount stores,"Shipping, receiving, and traffic clerks",Not applicable,40,Temp not working,736,Not applicable
1984,Not applicable,Not applicable,Widowed,Grocery stores,"Butchers and other meat, poultry, and fish processing workers",Not applicable,40,Temp not working,754,Not applicable
1984,Not applicable,Working fulltime,Married,Not specified metal industries,Dining room and cafeteria attendants and bartender helpers,Not applicable,8,Temp not working,884,Not applicable
1984,Not applicable,Not applicable,Widowed, restaurants and other food services,Waiters and waitresses,Not applicable,20,Temp not working,892,Not applicable
1984,Not applicable,Not applicable,Never married,Real estate,Marketing and sales managers,Not applicable,45,Temp not working,921,Not applicable
1984,Not applicable,Not applicable,Divorced,Not specified retail trade,Retail salespersons,Not applicable,40,Temp not working,952,Not applicable
1984,Not applicable,Keeping house,Married,"Metals and minerals, except petroleum, merchant wholesalers",First-line supervisors of office and administrative support workers,Not applicable,47,Temp not working,972,Not applicable
1984,Not applicable,Working fulltime,Married,Wired telecommunications carriers,"Human resources assistants, except payroll and timekeeping",Not applicable,40,Temp not working,984,Not applicable
1984,Not applicable,Working fulltime,Married,Rail transportation,General and operations managers,Not applicable,66,Temp not working,1007,Not applicable
1984,Not applicable,Not applicable,Widowed,Animal production,"Farmers, ranchers, and other agricultural managers",Not applicable,30,Temp not working,1124,Not applicable
1984,Not applicable,Not applicable,Never married, restaurants and other food services,"Combined food preparation and serving workers, including fast food",Not applicable,23,Temp not working,1133,Not applicable
1984,No answer,Temp not working,Married,Clothing stores,Retail salespersons,Not applicable,36,Temp not working,1159,Not applicable
1984,Not applicable,Working fulltime,Married, restaurants and other food services,Food service managers,Not applicable,45,Temp not working,1209,Not applicable
1984,Not applicable,Keeping house,Married,"Machine shops; turned product; screw, nut, and bolt manufacturing","Drilling and boring machine tool setters, operators, and tenders,  metal and plastic",Not applicable,55,Temp not working,1241,Not applicable
1984,Not applicable,Keeping house,Married,Insurance carriers and related activities,Insurance sales agents,Not applicable,50,Temp not working,1265,Not applicable
1984,Not applicable,Not applicable,Never married, restaurants and other food services,Cooks,Not applicable,7,Temp not working,1268,Not applicable
1984,35,Temp not working,Married,National security and international affairs,First-line enlisted military supervisors,Not applicable,50,Temp not working,1288,Not applicable
1984,Not applicable,Working fulltime,Married,Elementary and secondary schools,Special education teachers,Not applicable,40,Temp not working,1349,Not applicable
1984,Not applicable,Working fulltime,Married,"Independent artists, performing arts, spectator sports, and related industries",Artists and related workers,Not applicable,24,Temp not working,1362,Not applicable
1984,Not applicable,Not applicable,Never married,Construction,"Drywall installers, ceiling tile installers, and tapers",Not applicable,45,Temp not working,1423,Not applicable
1985,Not applicable,Not applicable,Never married,Hospitals,Physicians and surgeons,Not applicable,60,Temp not working,4,Not applicable
1985,Not applicable,Not applicable,Never married,Offices of physicians,Social workers,Not applicable,37,Temp not working,7,Not applicable
1985,Not applicable,Not applicable,Widowed,"Jewelry, luggage, and leather goods stores",First-line supervisors of retail sales workers,Not applicable,89,Temp not working,47,Not applicable
1985,Not applicable,Not applicable,Never married,"Independent artists, performing arts, spectator sports, and related industries","Agents and business managers of artists, performers,",Not applicable,60,Temp not working,53,Not applicable
1985,Not applicable,Not applicable,Divorced,Hospitals,Registered nurses,Not applicable,40,Temp not working,75,Not applicable
1985,Not applicable,Not applicable,Divorced,Religious organizations,Secretaries and administrative assistants,Not applicable,20,Temp not working,87,Not applicable
1985,Not applicable,Working fulltime,Married,Miscellaneous nonmetallic mineral product manufacturing,"Office clerks, general",Not applicable,40,Temp not working,111,Not applicable
1985,Not applicable,Other,Married,Banking and related activities,Security guards and gaming surveillance officers,Not applicable,40,Temp not working,115,Not applicable
1985,Not applicable,Not applicable,Never married,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,30,Temp not working,164,Not applicable
1985,Not applicable,Not applicable,Never married, restaurants and other food services,Waiters and waitresses,Not applicable,89,Temp not working,173,Not applicable
1985,Not applicable,Not applicable,Separated,Department stores and discount stores,Marketing and sales managers,Not applicable,50,Temp not working,210,Not applicable
1985,Not applicable,Not applicable,Never married,Department stores and discount stores,Customer service representatives,Not applicable,40,Temp not working,217,Not applicable
1985,40,Temp not working,Married,Specialized design services,Designers,Not applicable,40,Temp not working,262,Not applicable
1985,Not applicable,Working fulltime,Married,Public finance activities,"Office clerks, general",Not applicable,36,Temp not working,308,Not applicable
1985,40,Temp not working,Married,Elementary and secondary schools,Education administrators,Not applicable,50,Temp not working,417,Not applicable
1985,Not applicable,Not applicable,Never married, restaurants and other food services,First-line supervisors of food preparation and serving workers,Not applicable,70,Temp not working,504,Not applicable
1985,40,Temp not working,Married, restaurants and other food services,Waiters and waitresses,Not applicable,30,Temp not working,522,Not applicable
1985,40,Temp not working,Married,Beauty salons,"Hairdressers, hairstylists, and cosmetologists",Not applicable,25,Temp not working,584,Not applicable
1985,Not applicable,Not applicable,Divorced,Wired telecommunications carriers,Electricians,Not applicable,40,Temp not working,641,Not applicable
1985,Not applicable,Not applicable,Divorced,"Civic, social, advocacy organizations, and grantmaking and giving services",Secretaries and administrative assistants,Not applicable,40,Temp not working,642,Not applicable
1985,Not applicable,Retired,Married,Iron and steel mills and steel product manufacturing ,Uncodeable,Not applicable,40,Temp not working,646,Not applicable
1985,Not applicable,Not applicable,Separated,Ship and boat building,First-line supervisors of production and operating workers,Not applicable,40,Temp not working,699,Not applicable
1985,Not applicable,Working fulltime,Married,Uncodeable,Registered nurses,Not applicable,20,Temp not working,710,Not applicable
1985,Not applicable,Not applicable,Divorced,Beverage manufacturing,Driver/sales workers and truck drivers,Not applicable,40,Temp not working,882,Not applicable
1985,Not applicable,Not applicable,Widowed,Construction,Construction managers,Not applicable,48,Temp not working,883,Not applicable
1985,Not applicable,Working fulltime,Married,Hospitals,Registered nurses,Not applicable,40,Temp not working,998,Not applicable
1985,Not applicable,Keeping house,Married,Truck transportation,Driver/sales workers and truck drivers,Not applicable,70,Temp not working,1100,Not applicable
1985,Not applicable,Working parttime,Married,Metalworking machinery manufacturing   ,"Forging machine setters, operators, and tenders, metal and plastic",Not applicable,55,Temp not working,1151,Not applicable
1985,Not applicable,Working fulltime,Married,Miscellaneous wood products,Cutting workers,Not applicable,40,Temp not working,1179,Not applicable
1985,48,Temp not working,Married,"Jewelry, luggage, and leather goods stores",First-line supervisors of retail sales workers,Not applicable,40,Temp not working,1221,Not applicable
1985,Not applicable,Working fulltime,Married,Construction,Sheet metal workers,Not applicable,40,Temp not working,1270,Not applicable
1985,Not applicable,Other,Married,Construction,Construction managers,Not applicable,60,Temp not working,1289,Not applicable
1985,Not applicable,Not applicable,Widowed,Elementary and secondary schools,Electricians,Not applicable,40,Temp not working,1314,Not applicable
1985,Not applicable,Working fulltime,Married,Religious organizations,Preschool and kindergarten teachers,Not applicable,20,Temp not working,1321,Not applicable
1985,Not applicable,Working fulltime,Married,Other direct selling establishments,"Door-to-door sales workers, news and street vendors, and related workers",Not applicable,24,Temp not working,1324,Not applicable
1985,Not applicable,Not applicable,Divorced,Building material and supplies dealers,Driver/sales workers and truck drivers,Not applicable,45,Temp not working,1460,Not applicable
1985,Not applicable,Not applicable,Never married,Crop production,Miscellaneous agricultural workers,Not applicable,40,Temp not working,1491,Not applicable
1985,65,Temp not working,Married, restaurants and other food services,Waiters and waitresses,Not applicable,33,Temp not working,1506,Not applicable
1985,Not applicable,Keeping house,Married,Rail transportation,Railroad conductors and yardmasters,Not applicable,48,Temp not working,1526,Not applicable
1986,Not applicable,Working fulltime,Married,Miscellaneous paper and pulp products,Packaging and filling machine operators and tenders,Not applicable,40,Temp not working,131,Not applicable
1986,Not applicable,Working fulltime,Married,Hospitals,Clinical laboratory technologists and technicians,Not applicable,4,Temp not working,135,Not applicable
1986,Not applicable,Working fulltime,Married,Elementary and secondary schools,"Information and record clerks, all other",Not applicable,38,Temp not working,173,Not applicable
1986,Not applicable,Not applicable,Widowed,Department stores and discount stores,First-line supervisors of retail sales workers,Not applicable,10,Temp not working,179,Not applicable
1986,Not applicable,Not applicable,Never married,National security and international affairs,Operations research analysts,Not applicable,40,Temp not working,220,Not applicable
1986,Not applicable,Working fulltime,Married,Offices of dentists,Dental hygienists,Not applicable,33,Temp not working,253,Not applicable
1986,Not applicable,Retired,Married, restaurants and other food services,Food preparation workers,Not applicable,4,Temp not working,317,Not applicable
1986,65,Temp not working,Married,"Accounting, tax preparation, bookkeeping, and payroll services",Secretaries and administrative assistants,Not applicable,24,Temp not working,321,Not applicable
1986,Not applicable,Not applicable,Widowed,Used merchandise stores,First-line supervisors of retail sales workers,Not applicable,60,Temp not working,328,Not applicable
1986,Not applicable,Not applicable,Divorced,Private households,Maids and housekeeping cleaners,Not applicable,30,Temp not working,402,Not applicable
1986,Not applicable,Not applicable,Separated,Construction,"Painters, construction and maintenance",Not applicable,40,Temp not working,443,Not applicable
1986,Not applicable,Working fulltime,Married, restaurants and other food services,Waiters and waitresses,Not applicable,20,Temp not working,455,Not applicable
1986,Not applicable,Not applicable,Never married,"Other amusement, gambling, and recreation industries",Cooks,Not applicable,40,Temp not working,461,Not applicable
1986,Not applicable,Working fulltime,Married,Real estate,Real estate brokers and sales agents,Not applicable,40,Temp not working,478,Not applicable
1986,Not applicable,Working fulltime,Married,Pharmacies and drug stores,"Wholesale and retail buyers, except farm products",Not applicable,40,Temp not working,498,Not applicable
1986,Not applicable,Working parttime,Married,Grocery stores,Retail salespersons,Not applicable,40,Temp not working,549,Not applicable
1986,Not applicable,Working fulltime,Married,"Paint, coating, and adhesive manufacturing",Retail salespersons,Not applicable,40,Temp not working,556,Not applicable
1986,Not applicable,Not applicable,Widowed,"Colleges and universities, including junior colleges",Janitors and building cleaners,Not applicable,40,Temp not working,692,Not applicable
1986,Not applicable,Not applicable,Never married,Clothing stores,Retail salespersons,Not applicable,25,Temp not working,869,Not applicable
1986,Not applicable,Not applicable,Never married,Air transportation,"Production, planning, and expediting clerks",Not applicable,40,Temp not working,888,Not applicable
1986,Not applicable,Working fulltime,Married,Nursing care facilities,"Nursing, psychiatric, and home health aides",Not applicable,40,Temp not working,900,Not applicable
1986,Not applicable,Working parttime,Married,Footwear manufacturing,Retail salespersons,Not applicable,45,Temp not working,983,Not applicable
1986,Not applicable,Working fulltime,Married,"Colleges and universities, including junior colleges",Postsecondary teachers,Not applicable,45,Temp not working,1018,Not applicable
1986,Not applicable,Not applicable,Never married,Private households,Maids and housekeeping cleaners,Not applicable,15,Temp not working,1087,Not applicable
1986,Not applicable,Retired,Married,Hospitals,Stock clerks and order fillers,Not applicable,40,Temp not working,1095,Not applicable
1986,Not applicable,Retired,Married,Furniture and related product manufacturing,Miscellaneous assemblers and fabricators,Not applicable,40,Temp not working,1133,Not applicable
1986,Not applicable,Working fulltime,Married,Construction,Operating engineers and other construction equipment  operators,Not applicable,50,Temp not working,1468,Not applicable
1987,Not applicable,Not applicable,Divorced,Scientific research and development services,"Software developers, applications and systems software",Not applicable,40,Temp not working,50,Not applicable
1987,Not applicable,Not applicable,Divorced,Executive offices and legislative bodies,Human resources workers,Not applicable,40,Temp not working,93,Not applicable
1987,Not applicable,Not applicable,Separated,Grocery stores,Cashiers,Not applicable,30,Temp not working,108,Not applicable
1987,Not applicable,Keeping house,Married,"Groceries and related products, merchant wholesalers",Cleaners of vehicles and equipment,Not applicable,40,Temp not working,109,Not applicable
1987,50,Temp not working,Married,Computer systems design and related services,"Electrical, electronics, and electromechanical assemblers",Not applicable,58,Temp not working,332,Not applicable
1987,Not applicable,Working fulltime,Married,Hospitals,Registered nurses,Not applicable,32,Temp not working,381,Not applicable
1987,25,Temp not working,Married,"Management, scientific, and technical consulting services",Accountants and auditors,Not applicable,25,Temp not working,413,Not applicable
1987,Not applicable,Not applicable,Divorced,"Fishing, hunting, and trapping",Fishers and related fishing workers,Not applicable,40,Temp not working,738,Not applicable
1987,Not applicable,Not applicable,Widowed,Uncodeable,Food service managers,Not applicable,80,Temp not working,768,Not applicable
1987,Not applicable,Working fulltime,Married,Wired telecommunications carriers,Telephone operators,Not applicable,37,Temp not working,813,Not applicable
1987,Not applicable,Not applicable,Never married,"Commercial, industrial, and other intangible assets rental and leasing",Driver/sales workers and truck drivers,Not applicable,40,Temp not working,964,Not applicable
1987,Not applicable,Not applicable,Never married,"Water, steam, air-conditioning, and irrigation systems","Purchasing agents, except wholesale, retail, and farm products",Not applicable,40,Temp not working,974,Not applicable
1987,Not applicable,Not applicable,Divorced,Uncodeable,Licensed practical and licensed vocational nurses,Not applicable,36,Temp not working,1004,Not applicable
1987,Not applicable,Not applicable,Never married,National security and international affairs,"Military, rank not specified",Not applicable,60,Temp not working,1255,Not applicable
1987,Not applicable,Working fulltime,Married, restaurants and other food services,First-line supervisors of food preparation and serving workers,Not applicable,40,Temp not working,1281,Not applicable
1987,50,Temp not working,Married,Insurance carriers and related activities,Secretaries and administrative assistants,Not applicable,32,Temp not working,1313,Not applicable
1987,Not applicable,Working fulltime,Married,Elementary and secondary schools,Librarians,Not applicable,40,Temp not working,1442,Not applicable
1987,Not applicable,Not applicable,Never married,Construction,Roofers,Not applicable,40,Temp not working,2276,Not applicable
1987,Not applicable,Working fulltime,Married,"Residential care facilities, without nursing",Licensed practical and licensed vocational nurses,Not applicable,40,Temp not working,2279,Not applicable
1988,Not applicable,Not applicable,Separated,"Bakeries, except retail","Packers and packagers, hand",Not applicable,36,Temp not working,107,Ballot b
1988,Not applicable,Keeping house,Married, restaurants and other food services,Chefs and head cooks,Not applicable,40,Temp not working,110,Ballot b
1988,Not applicable,Not applicable,Divorced,Warehousing and storage,"Textile, apparel, and furnishings workers, all other",Not applicable,40,Temp not working,174,Ballot a
1988,Not applicable,Keeping house,Married,"Justice, public order, and safety activities","Bailiffs, correctional officers, and jailers",Not applicable,40,Temp not working,309,Ballot b
1988,Not applicable,Working fulltime,Married,Furniture and home furnishings stores,Retail salespersons,Not applicable,18,Temp not working,319,Ballot b
1988,Not applicable,"Unempl, laid off",Married,Clothing stores,Marketing and sales managers,Not applicable,18,Temp not working,411,Ballot c
1988,Not applicable,Working fulltime,Married,Elementary and secondary schools,Secondary school teachers,Not applicable,24,Temp not working,413,Ballot c
1988,20,Temp not working,Married,U.s. coast guard,Military officer special and tactical operations leaders,Not applicable,60,Temp not working,417,Ballot c
1988,Not applicable,Not applicable,Separated,Automotive repair and maintenance,Automotive service technicians and mechanics,Not applicable,40,Temp not working,444,Ballot a
1988,Not applicable,Not applicable,Never married,Construction,Construction laborers,Not applicable,4,Temp not working,516,Ballot c
1988,Not applicable,Working fulltime,Married,Truck transportation,Driver/sales workers and truck drivers,Not applicable,65,Temp not working,567,Ballot c
1988,40,Temp not working,Married,Not specified wholesale trade,Industrial truck and tractor operators,Not applicable,55,Temp not working,568,Ballot c
1988,40,Temp not working,Married,"Business, technical, and trade schools and training",Postsecondary teachers,Not applicable,40,Temp not working,722,Ballot c
1988,37,Temp not working,Married,"Justice, public order, and safety activities","Bailiffs, correctional officers, and jailers",Not applicable,40,Temp not working,725,Ballot c
1988,50,Temp not working,Married,Clothing stores,First-line supervisors of retail sales workers,Not applicable,50,Temp not working,741,Ballot c
1988,Not applicable,Working fulltime,Married,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,30,Temp not working,859,Ballot b
1988,Not applicable,Not applicable,Never married,"Colleges and universities, including junior colleges",Food service managers,Not applicable,40,Temp not working,903,Ballot c
1988,Not applicable,Working fulltime,Married,Services to buildings and dwellings,First-line supervisors of housekeeping and janitorial workers,Not applicable,40,Temp not working,924,Ballot a
1988,Not applicable,Not applicable,Divorced,Air transportation,Flight attendants,Not applicable,60,Temp not working,968,Ballot a
1988,Not applicable,"Unempl, laid off",Married,Furniture and home furnishings stores,Retail salespersons,Not applicable,40,Temp not working,1066,Ballot a
1988,Not applicable,Not applicable,Widowed,Nursing care facilities,"Nursing, psychiatric, and home health aides",Not applicable,30,Temp not working,1069,Ballot c
1988,Not applicable,Working fulltime,Married,Computer systems design and related services,Computer programmers,Not applicable,40,Temp not working,1093,Ballot b
1988,Not applicable,Not applicable,Never married,"Health and personal care, except drug, stores",Receptionists and information clerks,Not applicable,40,Temp not working,1114,Ballot b
1988,Not applicable,Not applicable,Widowed,Crop production,Secretaries and administrative assistants,Not applicable,6,Temp not working,1177,Ballot b
1988,25,Temp not working,Married,Motor vehicles and motor vehicle equipment manufacturing,Crane and tower operators,Not applicable,52,Temp not working,1183,Ballot a
1988,Not applicable,Retired,Married,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,24,Temp not working,1287,Ballot c
1988,Not applicable,Not applicable,Divorced,Private households,Maids and housekeeping cleaners,Not applicable,50,Temp not working,1349,Ballot b
1988,Not applicable,Keeping house,Married,Construction,Driver/sales workers and truck drivers,Not applicable,40,Temp not working,1376,Ballot c
1989,Not applicable,Working fulltime,Married,Clothing stores,"Tailors, dressmakers, and sewers",Not applicable,40,Temp not working,46,Ballot a
1989,Not applicable,Not applicable,Divorced, restaurants and other food services,First-line supervisors of food preparation and serving workers,Not applicable,50,Temp not working,83,Ballot a
1989,Not applicable,Not applicable,Divorced,Wired telecommunications carriers,Computer support specialists,Not applicable,43,Temp not working,168,Ballot b
1989,Not applicable,Working fulltime,Married,"Miscellaneous durable goods, merchant wholesalers","Sales representatives,  wholesale and manufacturing",Not applicable,35,Temp not working,189,Ballot c
1989,Not applicable,Not applicable,Divorced,"Professional and commercial equipment and supplies, merchant wholesalers","Sales representatives,  wholesale and manufacturing",Not applicable,40,Temp not working,224,Ballot c
1989,Not applicable,Working fulltime,Married,Computer and peripheral equipment manufacturing    ,Computer programmers,Not applicable,43,Temp not working,229,Ballot b
1989,Not applicable,Not applicable,Never married,"Other professional, scientific, and technical services",Geological and petroleum technicians,Not applicable,84,Temp not working,246,Ballot c
1989,Not applicable,Working parttime,Married,Traveler accommodation,Dishwashers,Not applicable,40,Temp not working,299,Ballot b
1989,Not applicable,Not applicable,Never married,Construction,Carpenters,Not applicable,60,Temp not working,317,Ballot a
1989,Not applicable,Keeping house,Married,Air transportation,Aircraft mechanics and service technicians,Not applicable,40,Temp not working,355,Ballot a
1989,40,Temp not working,Married,Structural clay product manufacturing,"Carpet, floor, and tile installers and finishers",Not applicable,40,Temp not working,360,Ballot a
1989,Not applicable,Not applicable,Separated,Printing and related support activities,Miscellaneous assemblers and fabricators,Not applicable,40,Temp not working,420,Ballot a
1989,Not applicable,Keeping house,Married,Insurance carriers and related activities,Public relations specialists,Not applicable,38,Temp not working,455,Ballot b
1989,Not applicable,Not applicable,Never married,"Paper and paper products, merchant wholesalers",Stock clerks and order fillers,Not applicable,42,Temp not working,524,Ballot a
1989,Not applicable,Not applicable,Never married,Metalworking machinery manufacturing   ,Tool and die makers,Not applicable,65,Temp not working,538,Ballot c
1989,Not applicable,Not applicable,Divorced, restaurants and other food services,Secretaries and administrative assistants,Not applicable,45,Temp not working,587,Ballot a
1989,Not applicable,Keeping house,Married,Construction,Carpenters,Not applicable,15,Temp not working,614,Ballot a
1989,Not applicable,Not applicable,Divorced,"Other schools and instruction, and educational support services",Other teachers and instructors,Not applicable,17,Temp not working,642,Ballot c
1989,Not applicable,Working fulltime,Married,Beauty salons,"Hairdressers, hairstylists, and cosmetologists",Not applicable,10,Temp not working,677,Ballot b
1989,Not applicable,Working fulltime,Married,Hospitals,Medical and health services managers,Not applicable,58,Temp not working,686,Ballot c
1989,Not applicable,Retired,Married,Banking and related activities,"Office clerks, general",Not applicable,40,Temp not working,713,Ballot b
1989,Not applicable,Not applicable,Never married,"Other amusement, gambling, and recreation industries",Janitors and building cleaners,Not applicable,30,Temp not working,742,Ballot a
1989,40,Temp not working,Married,"Sporting goods, camera, and hobby and toy stores",Retail salespersons,Not applicable,48,Temp not working,743,Ballot b
1989,Not applicable,Working fulltime,Married, restaurants and other food services,Waiters and waitresses,Not applicable,35,Temp not working,832,Ballot b
1989,Not applicable,Not applicable,Divorced,"Water, steam, air-conditioning, and irrigation systems",First-line supervisors of office and administrative support workers,Not applicable,68,Temp not working,906,Ballot a
1989,Not applicable,Not applicable,Divorced,Wired telecommunications carriers,First-line supervisors of office and administrative support workers,Not applicable,50,Temp not working,914,Ballot b
1989,Not applicable,Not applicable,Separated,Nursing care facilities,"Nursing, psychiatric, and home health aides",Not applicable,40,Temp not working,928,Ballot b
1989,Not applicable,Working fulltime,Married,Elementary and secondary schools,Secondary school teachers,Not applicable,40,Temp not working,1021,Ballot c
1989,Not applicable,Working fulltime,Married,"Colleges and universities, including junior colleges",Postsecondary teachers,Not applicable,55,Temp not working,1058,Ballot a
1989,40,Temp not working,Married,Nursing care facilities,Medical and health services managers,Not applicable,40,Temp not working,1061,Ballot c
1989,Not applicable,Working fulltime,Married,Executive offices and legislative bodies,Secretaries and administrative assistants,Not applicable,38,Temp not working,1206,Ballot b
1989,Not applicable,Working fulltime,Married,Bus service and urban transit,Bus drivers,Not applicable,10,Temp not working,1247,Ballot c
1989,40,Temp not working,Married,Hospitals,Clinical laboratory technologists and technicians,Not applicable,32,Temp not working,1310,Ballot b
1989,Not applicable,Not applicable,Divorced,Plastics product manufacturing,"Metal workers and plastic workers, all other",Not applicable,48,Temp not working,1393,Ballot c
1989,Not applicable,Working fulltime,Married,Insurance carriers and related activities,Secretaries and administrative assistants,Not applicable,40,Temp not working,1463,Ballot c
1989,Not applicable,Working fulltime,Married,Furniture and related product manufacturing,Sewing machine operators,Not applicable,40,Temp not working,1472,Ballot c
1989,Not applicable,Working fulltime,Married,Insurance carriers and related activities,Insurance sales agents,Not applicable,50,Temp not working,1476,Ballot a
1989,Not applicable,Working fulltime,Married,Elementary and secondary schools,Preschool and kindergarten teachers,Not applicable,24,Temp not working,1483,Ballot c
1989,40,Temp not working,Married,"Securities, commodities, funds, trusts, and other financial investments","Securities, commodities, and financial services sales agents",Not applicable,50,Temp not working,1500,Ballot b
1990,Not applicable,Not applicable,Widowed,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,30,Temp not working,42,Ballot c
1990,Not applicable,Not applicable,Divorced,Legal services,Lawyers,Not applicable,20,Temp not working,63,Ballot a
1990,No answer,Temp not working,Married, restaurants and other food services,Food service managers,Not applicable,50,Temp not working,74,Ballot a
1990,Not applicable,Working fulltime,Married,Aircraft and parts manufacturing,"Electrical, electronics, and electromechanical assemblers",Not applicable,40,Temp not working,81,Ballot a
1990,60,Temp not working,Married,"Colleges and universities, including junior colleges",Postsecondary teachers,Not applicable,60,Temp not working,109,Ballot c
1990,Not applicable,Working fulltime,Married,Executive offices and legislative bodies,"Sales representatives, services, all other",Not applicable,40,Temp not working,182,Ballot a
1990,Not applicable,Not applicable,Never married,"Management, scientific, and technical consulting services","Bookkeeping, accounting, and auditing clerks",Not applicable,20,Temp not working,184,Ballot a
1990,Not applicable,Not applicable,Separated,National security and international affairs,Personal financial advisors,Not applicable,60,Temp not working,188,Ballot a
1990,Not applicable,Not applicable,Widowed,Administration of economic programs and space research,"Interviewers, except eligibility and loan",Not applicable,20,Temp not working,227,Ballot c
1990,Not applicable,Working fulltime,Married,"Other amusement, gambling, and recreation industries",Gaming services workers,Not applicable,40,Temp not working,445,Ballot a
1990,Not applicable,School,Married,Truck transportation,Driver/sales workers and truck drivers,Not applicable,70,Temp not working,522,Ballot c
